IDENTIFICADOR_EMPRESA,EMPRESA,FECHA,ANIO,TRIMESTRE,HORA,COD_DANE,DEPARTAMENTO,MUNICIPIO,CENTRO_POBLADO,UBICACION,SEXO,EDAD,TIPO_IDENTIFICACION,VINCULADO_EMPRESA,TIPO_VINCULACION,GRADO_ESCOLARIDAD,TIEMPO_VINCULACION,SECCION_EMPRESA,TIPO_LESION,ORIGEN_ACCIDENTE,CAUSA_ACCIDENTE,MEDIDAS
1014.0,ELECTRIFICADORA DEL HUILA S.A. E.S.P.,11/24/2013,2013,4,11:00,41001000,HUILA,NEIVA,NEIVA,SECTOR URBANO,M,31,C.C.,N,NO APLICA,BACHILLER,11111,Otro - Distribución,Muerte,Cortocircuito,CortoCircuito,sensibilizacion a la comunidad  frente a los peligros de la electricidad
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,07/23/2017,2017,3,10:00,68615031,SANTANDER,RIONEGRO,SAN RAFAEL,SECTOR URBANO,M,30,C.C.,N,NO APLICA,OTRO,11111,Otro - Distribución,Muerte,Accidentes externos,Contacto Directo,inspeccion en sitio
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,09/20/2011,2011,3,15:00,05088000,ANTIOQUIA,BELLO,BELLO,SECTOR URBANO,M,44,C.C.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Quemaduras,Violación de áreas restringidas,Contacto Directo,CONOCER  LOS RIESGOS ELECTRICOS  QUE SE GENERAN AL MANIPULAR ELEMENTOS METALICOS  CERCA A REDES DE MEDIA TENSION Y DESNUDAS.
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,12/30/2017,2017,4,09:05,05686000,ANTIOQUIA,SANTA ROSA DE OSOS,SANTA ROSA DE OSOS,ZONA RURAL DISPERSA,M,52,C.C.,S,CONTRATISTA,BACHILLER,35,Operación - Distribución,Quemaduras,Desatención de normas técnicas,Contacto Directo,capacitacion en  las Reglas de Oro
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,08/09/2011,2011,3,07:24,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,38,C.C.,N,NO APLICA,OTRO,11111,Otro - Distribución,Muerte,Accidentes externos,Contacto Directo,Reubicacion redes en el sector
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,07/06/2013,2013,3,21:28,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Muerte,Accidentes externos,Contacto Indirecto,NA
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,05/30/2012,2012,2,13:02,05088000,ANTIOQUIA,BELLO,BELLO,SECTOR URBANO,M,99,C.C.,N,NO APLICA,TÉCNICO SENA,11111,Otro - Distribución,Quemaduras,Violación de distancias de seguridad,Contacto Directo,Campana por radio y television  uso seguro de la electricidad
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/05/2017,2017,4,18:30,70523008,SUCRE,PALMITO,EL PALMAR BRILLANTE,ZONA RURAL DISPERSA,F,11,OTRO,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Muerte,Fallas de aislamiento,Contacto Indirecto,SE LE COMUNICO AL PROPIETARIO QUE CAMBIARA LAS REDES INTERNAS
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,03/24/2014,2014,1,16:20,70508009,SUCRE,OVEJAS,FLOR DEL MONTE,SECTOR URBANO,F,3,OTRO,N,NO APLICA,OTRO,11111,Otro - Distribución,Quemaduras,Fallas de aislamiento,Tensión Contacto,SE PROCEDIO A REEMPLAZAR LA ACOMETIDA DANADA
604.0,CENTRALES ELECTRICAS DEL NORTE DE SANTANDER S.A. ESP,02/15/2014,2014,1,10:30,54001000,NORTE DE SANTANDER,CUCUTA,CUCUTA,SECTOR URBANO,M,30,C.C.,N,NO APLICA,OTRO,11111,Otro - Distribución,Quemaduras,Violación de distancias de seguridad,Contacto Indirecto,Se socializa el riesgo electrico al que se encuentran expuestos se indica suspender la construccion debido a que el personal esta expuesto a un riesgo electrico
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,06/20/2014,2014,2,09:00,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Otra,Violación de distancias de seguridad,Contacto Indirecto,NA
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/29/2016,2016,4,16:00,47189000,MAGDALENA,CIENAGA,CIENAGA,SECTOR URBANO,M,1,OTRO,N,NO APLICA,OTRO,11111,Labores de Comercialización,Muerte,Fallas de aislamiento,Contacto Directo,La cuadrilla retira la retenida la cual no tenia aislador tensor y evidencia una abrazadera energizada que sostiene la linea amigo por medio de unas acometidas las cuales se sueltan de la abrazadera
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,11/03/2015,2015,4,08:49,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,48,C.C.,N,NO APLICA,OTRO,11111,Otro - Distribución,Otra,Violación de distancias de seguridad,Contacto Indirecto,NA
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,07/02/2015,2015,3,17:11,20032000,CESAR,ASTREA,ASTREA,SECTOR URBANO,M,40,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Quemaduras,Violación de distancias de seguridad,Contacto Indirecto,Se desconecta acometida de la red de baja tension y se da servicio al sector
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,06/10/2016,2016,3,16:30,47001000,MAGDALENA,SANTA MARTA,SANTA MARTA,SECTOR URBANO,M,63,OTRO,N,NO APLICA,OTRO,11111,Otro - Comercialización,Muerte,Unión y separación constante de materiales conductores,Contacto Directo,LAS REDES QUE OCASIONARON EL ACCIDENTE SON INTERNAS Y POR PARTE DE LA EMPRESA NO SE REALIZO NINGUNA ACCION  LOS HABITANTES DEL PREDIO INSTALARON UN PEDAZO DE MANGUERA AL CABLE PARA AISLARLO
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,03/16/2020,2020,1,10:30,68575018,SANTANDER,PUERTO WILCHES,VIJAGUAL,ZONA RURAL DISPERSA,M,32,C.C.,S,CONTRATISTA,TÉCNICO,7,Otro - Distribución,Otra,Vientos fuertes,Tensión Contacto,Se realiza investigacion del accidente y se establece plan de accion con los controles a implementar segun lista de priorizacion de causas
23442.0,COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,11/06/2012,2012,4,16:17,19130000,CAUCA,CAJIBIO,CAJIBIO,CENTRO POBLADO,F,4,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Quemaduras,Fallas operación sistema de protección,Tensión Contacto,Se retiran canuelas en el arranque de Betania
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,08/20/2010,2010,3,14:53,05088000,ANTIOQUIA,BELLO,BELLO,ZONA RURAL DISPERSA,M,99,N.N.,N,NO APLICA,OTRO,11111,Otro - Comercialización,Quemaduras,Violación de áreas restringidas,Contacto Directo,36
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/10/2017,2017,3,18:00,20621006,CESAR,LA PAZ,SAN JOSE DEL ORIENTE,CENTRO POBLADO,M,45,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Muerte,Otra,Contacto Directo,Se reparo red de alumbrado publico para aislar peligro
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,12/03/2013,2013,4,14:27,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Quemaduras,Accidentes externos,Contacto Indirecto,NA
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,10/29/2010,2010,4,02:16,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,43,C.C.,N,NO APLICA,BACHILLER,11111,Otro - Distribución,Quemaduras,Accidentes externos,Contacto Indirecto,Oficio Planeaciï¿¿n
23442.0,COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,03/28/2017,2017,1,08:40,19698000,CAUCA,SANTANDER DE QUILICHAO,SANTANDER DE QUILICHAO,SECTOR URBANO,M,65,C.C.,N,NO APLICA,OTRO,11111,Otro - Comercialización,Otra,Violación de áreas restringidas,CortoCircuito,Se realizo cambio y reubicacion  de postes de 12 metros por de 14 metros para dar altura  a los circuitos de 34 5 kv Santander Japio Santander Puerto Tejada para construir tramo de red de MT aerea y prescindir del tramo de red subterraneo caja de paso y retirar el cable monopolar
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,01/01/1900,2019,3,00:00,68689000,SANTANDER,SAN VICENTE DE CHUCURI,SAN VICENTE DE CHUCURI,ZONA RURAL DISPERSA,M,25,N.N.,N,NO APLICA,OTRO,11111,Otro - Comercialización,Muerte,Otra,Otra,evento sin conocimiento por parte de la organizacion
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,03/26/2014,2014,1,09:16,05088000,ANTIOQUIA,BELLO,BELLO,SECTOR URBANO,M,99,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Otra,Desatención de normas técnicas,Contacto Directo,Verificar distancias de seguridad y cumplimiento del retie
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/23/2011,2011,3,20:00,47001000,MAGDALENA,SANTA MARTA,SANTA MARTA,CENTRO POBLADO,F,42,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Otra,Otra,Otra,Se procedio a realizar el cambio 157 mts de cable ASCR 1/0 y dos (2) Fusible de 2 amperios dejando el  sector normal
595.0,EMPRESA DE ENERGIA DE CUNDINAMARCA S.A. ESP,04/12/2013,2013,2,15:44,25612000,CUNDINAMARCA,RICAURTE,RICAURTE,ZONA RURAL DISPERSA,M,42,C.C.,S,CONTRATISTA,BÁSICA PRIMARIA,15,Mantenimiento - Distribución,Derivadas,Desatención de normas técnicas,Arcod Eléctricos,DIFUSION AL PERSONAL DE LECCIONES APRENDIDAS-PROTOCOLO DE LEER LOS PROCEDIMIENTOS DE TRABAJO-REVISION PROCEDIMIENTO DE PLANEACION Y ADMON DEL TRABAJO-REFUERZO EN MTTO DE REDES ENERGIZADAS AL PERSONAL
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,10/31/2017,2017,4,08:00,68572000,SANTANDER,PUENTE NACIONAL,PUENTE NACIONAL,ZONA RURAL DISPERSA,M,27,C.C.,N,CONTRATISTA,TÉCNICO SENA,10,Mantenimiento - Distribución,Quemaduras,Desatención de normas técnicas,Contacto Directo,inspeccion en sitio
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,12/05/2014,2014,4,09:45,68081000,SANTANDER,BARRANCABERMEJA,BARRANCABERMEJA,SECTOR URBANO,M,30,C.C.,N,NO APLICA,BACHILLER,11111,Otro - Distribución,Quemaduras,Accidentes externos,Contacto Indirecto,no
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,06/25/2011,2011,2,16:08,47541000,MAGDALENA,PEDRAZA,PEDRAZA,SECTOR URBANO,M,5,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Muerte,Fallas de aislamiento,Contacto Directo,Se realizï¿¿ adecuaciï¿¿n de la retenida- en donde se instalï¿¿ un aislador tipo tensor.
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,04/22/2012,2012,2,18:10,47189000,MAGDALENA,CIENAGA,CIENAGA,SECTOR URBANO,F,54,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Muerte,Otra,Contacto Directo,"""La brigada en turno C4-9 del asociado comercial Uniï¿¿n Elï¿¿ctrica S.A. procedio a cortar la retenida y aislar el peligro"
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,06/23/2011,2011,2,16:00,05031000,ANTIOQUIA,AMALFI,AMALFI,ZONA RURAL DISPERSA,M,30,C.C.,S,CONTRATISTA,BÁSICA PRIMARIA,11,Mantenimiento - Distribución,Muerte,Otra,Contacto Directo,Auditorias y visitas a campo para verificar el cumplimiento y observacion de normas  y utilizacion de equipos  de seguridad
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,10/23/2016,2017,4,06:00,47001010,MAGDALENA,SANTA MARTA,TAGANGA,SECTOR URBANO,F,3,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Muerte,Fallas de mantenimiento,Contacto Directo,Se retiro el conductor que se revento aislando el peligro
637.0,COMPAÑÍA DE ELECTRICIDAD DE TULUÁ S.A. E.S.P.,11/23/2016,2016,4,17:50,76834000,VALLE DEL CAUCA,TULUA,TULUA,SECTOR URBANO,M,41,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Traumatismos,Violación de distancias de seguridad,Contacto Indirecto,NA
2073.0,EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,02/23/2013,2013,1,10:30,66001000,RISARALDA,PEREIRA,PEREIRA,ZONA RURAL DISPERSA,M,42,C.C.,N,NO APLICA,BÁSICA PRIMARIA,11111,,Quemaduras,Violación de distancias de seguridad,Contacto Indirecto,GUARDAR DISTANCIAS DE SEGURIDAD
600.0,ELECTRIFICADORA DEL META S.A. E.S.P.,02/08/2019,2019,1,10:30,50226000,META,CUMARAL,CUMARAL,ZONA RURAL DISPERSA,M,32,C.C.,S,PLANTA,BACHILLER TÉCNICO,44,Mantenimiento - Distribución,Quemaduras,Fallas a tierra,Contacto Directo,SOCIALIZACION ATS Y PROCEDIMIENTOS SEGUROS DE TRABAJO RES 1348 2009 RESOLUCION 1409 2012  REENTRENAMIENTO DE TRABAJO SEGURO EN ALTURAS Y RIESGO ELECTRICO
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,07/20/2014,2014,3,09:30,05887000,ANTIOQUIA,YARUMAL,YARUMAL,ZONA RURAL DISPERSA,F,45,C.C.,N,NO APLICA,OTRO,11111,Otro - Distribución,Quemaduras,Otra,Contacto Indirecto,Se Realizo la poda del arbol para evitar el contacto con las redes electricas los vientos constantes generan que se caigan las ramas y genere danos en las redes
2073.0,EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,10/16/2013,2013,4,09:00,66001000,RISARALDA,PEREIRA,PEREIRA,SECTOR URBANO,M,56,C.C.,N,NO APLICA,BÁSICA PRIMARIA,11111,,Electrólisis,Violación de distancias de seguridad,Contacto Indirecto,DISENO Y ENTREGA CARTILLA DE SEGURIDAD DEL USUARIO
2371.0,EMPRESA DE ENERGIA DEL BAJO PUTUMAYO  S.A.  E.S.P.,08/29/2012,2012,3,17:10,86569003,PUTUMAYO,PUERTO CAICEDO,EL CEDRAL,ZONA RURAL DISPERSA,M,41,C.C.,S,PLANTA,TÉCNICO SENA,31,Otro - Distribución,Otra,Otra,Otra,39
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,08/31/2017,2017,4,18:00,70001000,SUCRE,SINCELEJO,SINCELEJO,SECTOR URBANO,M,12,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Quemaduras,Fallas de Instalación,Contacto Directo,SE PROCEDIO INMEDIATAMENTE A REPARAR EL CONDUCTOR  DE LA RED DE BAJA TENSION  PARTIDO
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/27/2011,2011,2,16:00,47001000,MAGDALENA,SANTA MARTA,SANTA MARTA,SECTOR URBANO,F,40,N.N.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Quemaduras,Fallas de mantenimiento,Contacto Indirecto,como medida correctiva se solicito a los propietarios se permitiera cortar ï¿¿el arbol y mata de maracuya descritos- lo cual fue ejecutado inmediatamente.
23442.0,COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,04/06/2014,2014,2,08:30,19130000,CAUCA,CAJIBIO,CAJIBIO,ZONA RURAL DISPERSA,M,35,C.C.,S,CONTRATISTA,TÉCNICO,6,Labores de Comercialización,Quemaduras,Cortocircuito,CortoCircuito,Socializacion del accidente Dotar de otro par de guantes dielectricos a la brigada
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,04/15/2011,2011,2,11:59,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,1,C.C.,N,NO APLICA,OTRO,11111,Otro - Distribución,Otra,Accidentes externos,Contacto Directo,No requiere
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,02/23/2017,2017,2,11:00,44090003,LA GUAJIRA,DIBULLA,MINGUEO,ZONA RURAL DISPERSA,M,35,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Quemaduras,Desatención de normas técnicas,Contacto Directo,Ninguna
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,10/10/2014,2014,4,11:50,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Otra,Violación de distancias de seguridad,Contacto Indirecto,NA
2016.0,EMPRESA DE ENERGIA DEL PUTUMAYO S.A. ESP,03/12/2017,2017,1,15:30,86001000,PUTUMAYO,MOCOA,MOCOA,SECTOR URBANO,M,55,C.C.,S,PLANTA,TÉCNICO,101,Mantenimiento - Distribución,Traumatismos,Desatención de normas técnicas,Otra,Tener mayor Precaucion
23442.0,COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,10/09/2014,2014,4,03:30,19001000,CAUCA,POPAYAN,POPAYAN,SECTOR URBANO,M,35,N.N.,N,NO APLICA,OTRO,11111,,Muerte,Violación de distancias de seguridad,Contacto Indirecto,socializar con los habitantes de la zona para mitigar estos accidentes
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,07/24/2017,2017,3,12:05,76892000,VALLE DEL CAUCA,YUMBO,YUMBO,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Otra,Violación de distancias de seguridad,Contacto Indirecto,NA
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/07/2015,2015,3,16:00,20001000,CESAR,VALLEDUPAR,VALLEDUPAR,SECTOR URBANO,M,30,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Quemaduras,Violación de distancias de seguridad,Contacto Indirecto,Comunicacion a la comunidad de guardar las distancias de seguridad al realizar trabajos cerca a las redes de media tension
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,05/21/2014,2014,2,20:00,70110000,SUCRE,BUENAVISTA,BUENAVISTA,SECTOR URBANO,M,15,T.I.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Otra,Fallas de aislamiento,Tensión Contacto,Se corrigio el contacto de una fase con el techo de zinc de una vivienda y se le sustituyo el alambre de la conexion interna  que habia perdido el aislamiento
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,01/17/2014,2014,1,13:00,68001000,SANTANDER,BUCARAMANGA,BUCARAMANGA,ZONA RURAL DISPERSA,M,26,C.C.,N,NO APLICA,TÉCNICO,11111,Operación - Distribución,Muerte,Negligencia en operación,Contacto Directo,NA
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,03/20/2011,2011,1,14:48,05088000,ANTIOQUIA,BELLO,BELLO,SECTOR URBANO,M,99,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Otra,Accidentes externos,Contacto Directo,Colocar avisos de peligro alta tensiï¿¿n
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,03/19/2016,2016,1,08:30,68190012,SANTANDER,CIMITARRA,CAMPO SECO,ZONA RURAL DISPERSA,F,55,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Quemaduras,Accidentes externos,Contacto Indirecto,Suspension del ramal del circuito 72502 por parte de la cuadrilla de mejia acevedo en el arranque el cual estaba puentiado por los mismos usuarios tipo 3 de la tarde debido a la lejania del dano reaparaciones en as lineas del ramal del circuito  72502 el dia 20 de marzo de 2016
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,01/20/2017,2017,1,10:00,05364000,ANTIOQUIA,JARDIN,JARDIN,ZONA RURAL DISPERSA,M,45,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Otra,Accidentes externos,Contacto Indirecto,Campana por radio y television por el uso adecuado de la energia
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,12/23/2014,2014,4,14:12,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,1,C.C.,N,NO APLICA,OTRO,11111,Otro - Distribución,Otra,Violación de distancias de seguridad,Contacto Indirecto,NA
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,02/22/2013,2013,1,16:30,20013000,CESAR,AGUSTIN CODAZZI,AGUSTIN CODAZZI,SECTOR URBANO,M,27,C.C.,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Quemaduras,Accidentes externos,Contacto Directo,Evitar que particulares manipulen las redes de distribucion de ECA
23442.0,COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,02/09/2016,2016,1,09:30,19001000,CAUCA,POPAYAN,POPAYAN,SECTOR URBANO,M,33,C.C.,N,NO APLICA,BÁSICA PRIMARIA,11111,,Muerte,Violación de distancias de seguridad,Contacto Indirecto,al dueno de la construccion se le  advertio del riesgo  que se habia generado por la construccion  apesar de la advertencia  se acercaron a la linea generando el incidente tambien se habia enviado comunicado a la alcaldia sobre esta situacion  teniendo en cuenta que la secretaria de Planeacion Municipal habia expedido licencia de construccion sin importar la violacion a las distancias de seguridad
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,06/13/2015,2015,2,16:00,20013000,CESAR,AGUSTIN CODAZZI,AGUSTIN CODAZZI,SECTOR URBANO,M,7,OTRO,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Otra,Fallas de Instalación,Contacto Indirecto,La brigada de turno X26 Raul Vasquez atendio el evento aislando el cable que energizaba la reja y lo reporto al centro de control CLD
3332.0,LATIN AMERICAN CAPITAL CORP SA ESP,08/15/2013,2013,3,08:00,73443000,TOLIMA,SAN SEBASTIAN DE MARIQUITA,SAN SEBASTIAN DE MARIQUITA,ZONA RURAL DISPERSA,M,27,C.C.,N,NO APLICA,TÉCNICO,11111,Operación - Distribución,Quemaduras,Desatención de normas técnicas,Arcod Eléctricos,Reinduccion  en las 5 reglas de oro y procedimientos de trabajo seguro Socializacion de Accidentes de trabajo y lecciones Aprendidas
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,03/23/2017,2017,1,12:37,76892000,VALLE DEL CAUCA,YUMBO,YUMBO,SECTOR URBANO,M,1,N.N.,N,NO APLICA,OTRO,11111,Otro - Distribución,Otra,Violación de distancias de seguridad,Contacto Indirecto,NA
23442.0,COMPAÑIA ENERGETICA DE OCCIDENTE S.A.S.  E.S.P.,07/26/2012,2012,3,12:00,19824000,CAUCA,TOTORO,TOTORO,SECTOR URBANO,M,30,C.C.,S,CONTRATISTA,TÉCNICO,20,Mantenimiento - Distribución,Quemaduras,Vientos fuertes,Contacto Indirecto,Disenar entrenar y socializar cartilla con las reglas de oro inspeccion tecnica de los equipos de puesta a tierra y capacitacion sobre el uso adecuado de la misma
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,06/29/2017,2017,4,19:40,47555000,MAGDALENA,PLATO,PLATO,SECTOR URBANO,M,44,C.C.,N,NO APLICA,OTRO,11111,Mantenimiento - Distribución,Quemaduras,Fallas de aislamiento,Tensión Contacto,Se aisla colocando un aislador tensor
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,09/08/2014,2014,3,18:00,44430000,LA GUAJIRA,MAICAO,MAICAO,SECTOR URBANO,M,9,OTRO,N,NO APLICA,BÁSICA PRIMARIA,11111,Mantenimiento - Distribución,Otra,Vientos fuertes,Contacto Indirecto,SE REPARO LA LINEA SECUNDARIA ROTA Y SE REPUSO LA PUESTA A TIERRA QUE HABIA SIDO HURTADA EN EL TRANSFORMADOR DEL SECTOR
2249.0,ELECTRIFICADORA DEL CARIBE S.A. E.S.P.,12/07/2011,2011,4,01:00,20001000,CESAR,VALLEDUPAR,VALLEDUPAR,SECTOR URBANO,M,15,N.N.,N,NO APLICA,BÁSICA PRIMARIA,11111,Otro - Distribución,Otra,Otra,Contacto Directo,Se le hizï¿¿ un llamado a los constructores para el cumplimiento de las distancias de seguridad de acuerdo a la normativa.
2073.0,EMPRESA DE ENERGÍA DE PEREIRA S.A. ESP.,04/17/2015,2015,2,16:24,66001000,RISARALDA,PEREIRA,PEREIRA,SECTOR URBANO,M,35,C.C.,N,NO APLICA,BÁSICA PRIMARIA,11111,,Electrólisis,Violación de distancias de seguridad,Contacto Indirecto,ENTREGA DE CARTILLAS DE SEGURIDAD A LOS USUARIOS
2438.0,EMPRESAS MUNICIPALES DE CALI   E.I.C.E  E.S.P,08/17/2011,2011,3,15:52,76001000,VALLE DEL CAUCA,CALI,SANTIAGO DE CALI,SECTOR URBANO,M,16,T.I.,N,NO APLICA,OTRO,11111,Otro - Distribución,Muerte,Accidentes externos,Contacto Directo,No requiere
2103.0,CODENSA S.A. ESP,11/29/2015,2015,4,19:10,25175000,CUNDINAMARCA,CHIA,CHIA,SECTOR URBANO,M,25,C.C.,N,NO APLICA,BACHILLER,11111,Mantenimiento - Distribución,Quemaduras,Otra,Contacto Directo,Capacitacion y revision de procesos y procedimientos
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,08/18/2013,2013,3,12:00,05858000,ANTIOQUIA,VEGACHI,VEGACHI,ZONA RURAL DISPERSA,M,16,T.I.,N,NO APLICA,OTRO,11111,Otro - Distribución,Muerte,Accidentes externos,Contacto Directo,educacion al usuario para no manipular las redes de energia por medios masivos
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,10/16/2014,2014,4,08:30,05361000,ANTIOQUIA,ITUANGO,ITUANGO,SECTOR URBANO,M,33,C.C.,S,CONTRATISTA,TÉCNICO,24,Otro - Distribución,Quemaduras,Desatención de normas técnicas,Contacto Directo,Se realizo socializacion del accidente con los companeros y capacitacion en reglas de oro
524.0,ELECTRIFICADORA DE SANTANDER S.A. E.S.P.,09/26/2016,2016,3,14:05,68081002,SANTANDER,BARRANCABERMEJA,EL LLANITO,ZONA RURAL DISPERSA,M,53,C.C.,S,PLANTA,TECNÓLOGO,204,Mantenimiento - Distribución,Tetanización,Malos contactos,Contacto Directo,socializar leccion aprendida actualizar procedimiento y estandarizar uso de equipo de medicion
564.0,EMPRESAS PÚBLICAS DE MEDELLIN E.S.P.,09/15/2011,2011,3,13:30,05847000,ANTIOQUIA,URRAO,URRAO,SECTOR URBANO,M,26,C.C.,N,NO APLICA,OTRO,11111,Otro - Distribución,Quemaduras,Cortocircuito,Contacto Directo,MEDIDAS DE SEGURIDAD QUE DEBERIA TENER AL REALIZAR TRABAJOS EN ALTURAS Y EN CERCANIA A LAS REDES DE DISTRIBUCION
